Key	MapManNumber	Description
AT5G62800.1	GMM:33.99	development.unspecified
AT5G62860.1	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX
AT5G63260.1	GMM:27.3.99	RNA.regulation of transcription.unclassified
AT5G63290.1	GMM:19.8	tetrapyrrole synthesis.coproporphyrinogen III oxidase
AT5G63310.1	GMM:23.4.10	nucleotide metabolism.phosphotransfer and pyrophosphatases.nucleoside diphosphate kinase
AT5G63320.1		
AT5G63400.1	GMM:23.4.1	nucleotide metabolism.phosphotransfer and pyrophosphatases.adenylate kinase
AT5G63400.2	GMM:23.4.1	nucleotide metabolism.phosphotransfer and pyrophosphatases.adenylate kinase
AT5G63420.1	GMM:33.99	development.unspecified
AT5G63510.1	GMM:9.1.1.5	mitochondrial electron transport / ATP synthesis.NADH-DH (type I).complex I.carbonic anhydrase
AT5G63570.1	GMM:19.3	tetrapyrrole synthesis.GSA
AT5G63650.1	GMM:29.4	protein.postranslational modification
AT5G63690.1	GMM:35.2	not assigned.unknown
AT5G63830.1	GMM:27.3.99	RNA.regulation of transcription.unclassified
AT5G64040.1	GMM:1.1.2.2	PS.lightreaction.photosystem I.PSI polypeptide subunits
AT5G64040.2	GMM:1.1.2.2	PS.lightreaction.photosystem I.PSI polypeptide subunits
AT5G64050.1	GMM:29.1.17	protein.aa activation.glutamate-tRNA ligase
AT5G64140.1	GMM:29.2.1.2.1.28	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S28
AT5G64240.1	GMM:29.5	protein.degradation
AT5G64290.1	GMM:34.9	transport.metabolite transporters at the mitochondrial membrane
AT5G64460.1	GMM:35.2	not assigned.unknown
AT5G64630.2	GMM:27.3.62	RNA.regulation of transcription.nucleosome/chromatin assembly factor group
AT5G64660.1	GMM:27.3.64	RNA.regulation of transcription.PHOR1
AT5G64690.1		
AT5G64710.2		
AT5G64760.1	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom
AT5G64850.1		
AT5G64950.1	GMM:27.3.99	RNA.regulation of transcription.unclassified
AT5G65010.1	GMM:13.1.3.1.1	amino acid metabolism.synthesis.aspartate family.asparagine.asparagine synthetase
AT5G65020.1	GMM:31.1	cell.organisation
AT5G65070.1	GMM:27.3.24	RNA.regulation of transcription.MADS box transcription factor family
AT5G65205.1	GMM:26.22	misc.short chain dehydrogenase/reductase (SDR)
AT5G65220.1	GMM:29.2.1.1.1.2.29	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L29
AT5G65350.1	GMM:28.1.3.2.3	DNA.synthesis/chromatin structure.histone.core.H3
AT5G65380.1	GMM:33.99	development.unspecified
AT5G65430.1	GMM:30.7	signalling.14-3-3 proteins
AT5G65687.1		
AT5G65750.1	GMM:8.1.5	TCA / organic transformation.TCA.2-oxoglutarate dehydrogenase
AT5G65860.1	GMM:31.1	cell.organisation
AT5G66005.2	GMM:35.2	not assigned.unknown
AT5G66120.2	GMM:18.5;GMM:13.1.6.1.2	Co-factor and vitamine metabolism.folate and vitamine K;amino acid metabolism.synthesis.aromatic aa.chorismate.3-dehydroquinate synthase
AT5G66190.1	GMM:1.1.5.3	PS.lightreaction.other electron carrier (ox/red).ferredoxin reductase
AT5G66400.1	GMM:20.2.99	stress.abiotic.unspecified
AT5G66470.1	GMM:35.2	not assigned.unknown
AT5G66510.1	GMM:9.1.1.5	mitochondrial electron transport / ATP synthesis.NADH-DH (type I).complex I.carbonic anhydrase
AT5G66530.1	GMM:3.5	minor CHO metabolism.others
AT5G66540.1	GMM:29.2.2.3.1	protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.snoRNPs
AT5G66570.1	GMM:1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits
AT5G66590.1	GMM:20.2.99	stress.abiotic.unspecified
AT5G66631.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
AT5G66675.1	GMM:35.2	not assigned.unknown
AT5G66760.1	GMM:8.1.7	TCA / organic transformation.TCA.succinate dehydrogenase
AT5G67030.1	GMM:17.1.1.1.1	hormone metabolism.abscisic acid.synthesis-degradation.synthesis.zeaxanthin epoxidase
AT5G67230.1	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases
AT5G67500.1	GMM:34.20	transport.porins
AT5G67580.1	GMM:27.3.26	RNA.regulation of transcription.MYB-related transcription factor family
AT5G67630.1	GMM:28.1	DNA.synthesis/chromatin structure
